일자,매장,품번,시리즈,수량,매출,채널,영업사원,거래처
2026-02-15,매장_F,WC2109,WC2,1,281000,SSG,,
2026-02-15,매장_A,WC2122,WC2,2,358000,SSG,,
2026-02-15,매장_I,CW1506,CW1,1,629000,공식몰,,
2026-02-15,매장_C,CW1512,CW1,1,834000,공식몰,,
2026-02-15,매장_I,RB1502,RB1,1,635000,공식몰,,
2026-02-15,매장_H,WC2150,WC2,2,326000,공식몰,,
2026-02-15,매장_H,BF3103,BF3,20,1840000,네이버,,
2026-02-15,매장_H,BF3105,BF3,1,158285,네이버,,
2026-02-15,매장_B,CW1528,CW1,1,437000,네이버,,
2026-02-15,매장_C,RB1518,RB1,1,671000,네이버,,
2026-02-15,매장_J,RB1530,RB1,1,334000,네이버,,
2026-02-15,매장_I,RB1504,RB1,1,399000,쿠팡,,
2026-02-15,매장_C,RB1506,RB1,3,1686579,쿠팡,,
2026-02-15,매장_H,WC2101,WC2,2,388000,쿠팡,,
2026-02-15,매장_A,WC2110,WC2,1,107000,쿠팡,,
2026-02-15,매장_C,WC2114-N,WC2,1,170116,쿠팡,,
2026-02-15,매장_I,WC2131,WC2,1,162000,쿠팡,,
2026-02-15,매장_F,WC2137,WC2,1,81000,쿠팡,,
2026-02-16,,BF3103,BF3,1,83394,B2B,영업사원_06,거래처_U
2026-02-16,,BF3104,BF3,3,378000,B2B,영업사원_07,거래처_AG
2026-02-16,,BF3106,BF3,1,78000,B2B,영업사원_04,거래처_I
2026-02-16,,BF3107,BF3,1,159000,B2B,영업사원_08,거래처_AP
2026-02-16,,BF3107,BF3,1,159000,B2B,영업사원_05,거래처_X
2026-02-16,,BF3109,BF3,1,143000,B2B,영업사원_08,거래처_A
2026-02-16,,BF3110,BF3,1,72309,B2B,영업사원_09,거래처_U
2026-02-16,,BF3110,BF3,1,79000,B2B,영업사원_06,거래처_AU
2026-02-16,,BF3119,BF3,3,537000,B2B,영업사원_05,거래처_Q
2026-02-16,,BF3120,BF3,1,133000,B2B,영업사원_09,거래처_E
2026-02-16,,BF3120,BF3,1,133000,B2B,영업사원_10,거래처_Ab
2026-02-16,,BF3122,BF3,1,81000,B2B,영업사원_08,거래처_P
2026-02-16,,BF3122,BF3,1,81000,B2B,영업사원_07,거래처_B
2026-02-16,,BF3124,BF3,1,99000,B2B,영업사원_04,거래처_U
2026-02-16,,CW1505,CW1,1,303000,B2B,영업사원_09,거래처_H
2026-02-16,,CW1506,CW1,1,595078,B2B,영업사원_05,거래처_O
2026-02-16,,CW1507,CW1,2,762000,B2B,영업사원_04,거래처_A{
2026-02-16,,CW1508,CW1,1,469000,B2B,영업사원_03,거래처_AK
2026-02-16,,CW1511,CW1,1,583000,B2B,영업사원_05,거래처_Y
2026-02-16,,CW1515,CW1,2,1606000,B2B,영업사원_08,거래처_Ad
2026-02-16,,CW1517,CW1,1,624000,B2B,영업사원_06,거래처_A
2026-02-16,,CW1518,CW1,1,399570,B2B,영업사원_05,거래처_A\
2026-02-16,,CW1519,CW1,1,710750,B2B,영업사원_05,거래처_AY
2026-02-16,,CW1526,CW1,1,792000,B2B,영업사원_08,거래처_C
2026-02-16,,CW1528,CW1,10,4370000,B2B,영업사원_01,거래처_A~
2026-02-16,,CW1528,CW1,1,414230,B2B,,거래처_Aa
2026-02-16,,CW1529,CW1,1,778000,B2B,영업사원_03,거래처_Ax
2026-02-16,,RB1505,RB1,1,447000,B2B,영업사원_02,거래처_Aw
2026-02-16,,RB1507,RB1,1,332650,B2B,영업사원_08,거래처_Ap
2026-02-16,,RB1509,RB1,2,598000,B2B,영업사원_08,거래처_Y
2026-02-16,,RB1515,RB1,1,504000,B2B,영업사원_07,거래처_E
2026-02-16,,RB1516,RB1,2,856000,B2B,영업사원_04,거래처_Al
2026-02-16,,RB1516,RB1,1,387084,B2B,영업사원_09,거래처_O
2026-02-16,,RB1520,RB1,2,782000,B2B,영업사원_06,거래처_H
2026-02-16,,RB1521,RB1,1,263420,B2B,영업사원_01,거래처_AU
2026-02-16,,RB1523,RB1,2,1258000,B2B,영업사원_05,거래처_O
2026-02-16,,RB1525,RB1,2,654000,B2B,영업사원_06,거래처_I
2026-02-16,,RB1526,RB1,1,438037,B2B,영업사원_10,거래처_An
2026-02-16,,RB1526,RB1,1,485000,B2B,영업사원_04,거래처_AL
2026-02-16,,RB1527,RB1,1,671000,B2B,영업사원_08,거래처_AZ
2026-02-16,,RB1530,RB1,1,307775,B2B,영업사원_06,거래처_I
2026-02-16,,RB1530,RB1,3,1002000,B2B,영업사원_07,거래처_E
2026-02-16,,RB1530,RB1,3,1002000,B2B,영업사원_01,거래처_E
2026-02-16,,RB1530,RB1,5,1670000,B2B,영업사원_07,거래처_F
2026-02-16,,RB1530,RB1,3,1002000,B2B,영업사원_04,거래처_F
2026-02-16,,RB1530,RB1,2,668000,B2B,영업사원_07,거래처_K
2026-02-16,,RB1530,RB1,3,1002000,B2B,영업사원_03,거래처_L
2026-02-16,,RB1530,RB1,5,1670000,B2B,영업사원_06,거래처_L
2026-02-16,,RB1530,RB1,5,1670000,B2B,영업사원_06,거래처_P
2026-02-16,,RB1530,RB1,5,1670000,B2B,영업사원_05,거래처_P
2026-02-16,,RB1531,RB1,3,1467000,B2B,영업사원_02,거래처_A{
2026-02-16,,RB1532,RB1,1,248000,B2B,영업사원_05,거래처_Au
2026-02-16,,RB1534,RB1,2,716000,B2B,영업사원_06,거래처_A|
2026-02-16,,WC2102,WC2,2,366000,B2B,영업사원_08,거래처_Ab
2026-02-16,,WC2102,WC2,1,183000,B2B,영업사원_08,거래처_P
2026-02-16,,WC2108,WC2,2,478000,B2B,영업사원_04,거래처_AB
2026-02-16,,WC2110,WC2,1,107000,B2B,영업사원_02,거래처_Al
2026-02-16,,WC2111,WC2,1,204000,B2B,영업사원_04,거래처_AY
2026-02-16,,WC2112,WC2,3,459000,B2B,영업사원_09,거래처_AM
2026-02-16,,WC2112,WC2,2,306000,B2B,영업사원_09,거래처_Av
2026-02-16,,WC2112,WC2,10,1530000,B2B,영업사원_10,거래처_AZ
2026-02-16,,WC2113,WC2,3,453000,B2B,영업사원_09,거래처_An
2026-02-16,,WC2113,WC2,1,151000,B2B,영업사원_06,거래처_AE
2026-02-16,,WC2115,WC2,3,729000,B2B,영업사원_01,거래처_J
2026-02-16,,WC2116,WC2,2,474000,B2B,영업사원_07,거래처_AN
2026-02-16,,WC2116,WC2,10,2370000,B2B,,거래처_AQ
2026-02-16,,WC2118,WC2,1,218000,B2B,영업사원_02,거래처_Ae
2026-02-16,,WC2118,WC2,1,218000,B2B,영업사원_08,거래처_Au
2026-02-16,,WC2119,WC2,1,221000,B2B,영업사원_10,거래처_Ap
2026-02-16,,WC2119,WC2,1,221000,B2B,영업사원_03,거래처_AL
2026-02-16,,WC2122,WC2,2,358000,B2B,영업사원_05,거래처_Z
2026-02-16,,WC2124,WC2,2,600000,B2B,영업사원_10,거래처_AD
2026-02-16,,WC2126,WC2,1,193000,B2B,영업사원_05,거래처_R
2026-02-16,,WC2126,WC2,2,386000,B2B,영업사원_05,거래처_Aa
2026-02-16,,WC2126,WC2,2,386000,B2B,,거래처_AX
2026-02-16,,WC2128-N,WC2,2,512000,B2B,영업사원_05,거래처_Ar
2026-02-16,,WC2137,WC2,1,81000,B2B,영업사원_03,거래처_Au
2026-02-16,,WC2138,WC2,2,316000,B2B,,거래처_N
2026-02-16,,WC2142-N,WC2,2,580000,B2B,영업사원_04,거래처_Ah
2026-02-16,,WC2143,WC2,10,2080000,B2B,영업사원_03,거래처_S
2026-02-16,,WC2144,WC2,1,293000,B2B,영업사원_09,거래처_Z
2026-02-16,,WC2146,WC2,1,97000,B2B,영업사원_01,거래처_A]
2026-02-16,,WC2149-N,WC2,2,426000,B2B,영업사원_09,거래처_Ae
2026-02-16,,WC2150,WC2,2,296876,B2B,영업사원_05,거래처_Az
2026-02-16,매장_F,BF3114,BF3,1,100525,SSG,,
2026-02-16,매장_F,BF3122,BF3,1,81000,SSG,,
2026-02-16,매장_E,BF3128,BF3,1,92717,SSG,,
2026-02-16,매장_E,BF3130,BF3,2,304000,SSG,,
2026-02-16,매장_E,CW1506,CW1,1,629000,SSG,,
2026-02-16,매장_F,CW1506,CW1,1,545532,SSG,,
2026-02-16,매장_H,CW1519,CW1,5,3394425,SSG,,
2026-02-16,매장_B,CW1522,CW1,3,2160000,SSG,,
2026-02-16,매장_I,CW1527,CW1,1,398000,SSG,,
2026-02-16,매장_G,RB1534,RB1,1,358000,SSG,,
2026-02-16,매장_A,WC2104,WC2,1,288000,SSG,,
2026-02-16,매장_J,WC2115,WC2,1,212741,SSG,,
2026-02-16,매장_D,WC2148,WC2,1,204727,SSG,,
2026-02-16,매장_E,BF3110,BF3,1,69698,공식몰,,
2026-02-16,매장_F,BF3115,BF3,1,59000,공식몰,,
2026-02-16,매장_J,BF3119,BF3,10,1790000,공식몰,,
2026-02-16,매장_F,BF3124,BF3,1,99000,공식몰,,
2026-02-16,매장_F,CW1508,CW1,10,4281220,공식몰,,
2026-02-16,매장_I,CW1521,CW1,1,457000,공식몰,,
2026-02-16,매장_I,RB1504,RB1,1,399000,공식몰,,
2026-02-16,매장_A,RB1509,RB1,1,278497,공식몰,,
2026-02-16,매장_B,RB1510,RB1,2,1344000,공식몰,,
2026-02-16,매장_D,RB1513,RB1,1,340000,공식몰,,
2026-02-16,매장_E,RB1519,RB1,3,1308000,공식몰,,
2026-02-16,매장_E,RB1530,RB1,1,334000,공식몰,,
2026-02-16,매장_D,RB1536,RB1,3,936057,공식몰,,
2026-02-16,매장_A,WC2110,WC2,20,2140000,공식몰,,
2026-02-16,매장_A,WC2124,WC2,1,300000,공식몰,,
2026-02-16,매장_A,WC2133,WC2,1,97000,공식몰,,
2026-02-16,매장_F,WC2140,WC2,1,302000,공식몰,,
2026-02-16,매장_F,BF3109,BF3,1,143000,네이버,,
2026-02-16,매장_H,CW1504,CW1,3,1338000,네이버,,
2026-02-16,매장_F,CW1515,CW1,5,4015000,네이버,,
2026-02-16,매장_H,CW1525,CW1,1,848000,네이버,,
2026-02-16,매장_F,CW1527,CW1,1,368169,네이버,,
2026-02-16,매장_D,RB1503,RB1,1,496000,네이버,,
2026-02-16,매장_J,RB1514,RB1,5,2570000,네이버,,
2026-02-16,매장_E,RB1531,RB1,2,978000,네이버,,
2026-02-16,매장_C,RB1535,RB1,2,662000,네이버,,
2026-02-16,매장_A,RB1538,RB1,1,583000,네이버,,
2026-02-16,매장_H,WC2118,WC2,2,436000,네이버,,
2026-02-16,매장_G,WC2119,WC2,5,1105000,네이버,,
2026-02-16,매장_C,WC2146,WC2,1,97000,네이버,,
2026-02-16,매장_J,BF3105,BF3,1,153409,쿠팡,,
2026-02-16,매장_H,BF3115,BF3,1,53365,쿠팡,,
2026-02-16,매장_I,BF3121,BF3,1,163000,쿠팡,,
2026-02-16,매장_G,CW1513,CW1,1,681000,쿠팡,,
2026-02-16,매장_H,RB1508,RB1,1,369000,쿠팡,,
2026-02-16,매장_G,RB1511,RB1,1,351000,쿠팡,,
2026-02-16,매장_B,RB1522,RB1,1,661000,쿠팡,,
2026-02-16,매장_I,WC2101,WC2,3,582000,쿠팡,,
2026-02-16,매장_E,WC2108,WC2,1,239000,쿠팡,,
2026-02-16,매장_F,WC2111,WC2,3,612000,쿠팡,,
2026-02-16,매장_I,WC2116,WC2,2,474000,쿠팡,,
2026-02-16,매장_G,WC2127,WC2,3,457575,쿠팡,,
2026-02-16,매장_D,WC2129,WC2,2,174000,쿠팡,,
2026-02-17,,BF3109,BF3,1,133762,B2B,영업사원_02,거래처_Av
2026-02-17,,BF3109,BF3,2,286000,B2B,영업사원_07,거래처_AE
2026-02-17,,BF3114,BF3,1,111000,B2B,영업사원_04,거래처_A^
2026-02-17,,BF3115,BF3,1,59000,B2B,영업사원_01,거래처_P
2026-02-17,,BF3118,BF3,1,106000,B2B,,거래처_Ak
2026-02-17,,BF3119,BF3,2,358000,B2B,영업사원_02,거래처_A^
2026-02-17,,BF3120,BF3,1,133000,B2B,영업사원_01,거래처_AM
2026-02-17,,BF3121,BF3,1,156784,B2B,영업사원_05,거래처_E
2026-02-17,,BF3122,BF3,1,81000,B2B,영업사원_10,거래처_AR
2026-02-17,,BF3125,BF3,5,355000,B2B,영업사원_10,거래처_Ao
2026-02-17,,BF3130,BF3,2,304000,B2B,영업사원_04,거래처_A_
2026-02-17,,CW1503,CW1,1,605000,B2B,영업사원_05,거래처_Ay
2026-02-17,,CW1506,CW1,1,629000,B2B,영업사원_05,거래처_AN
2026-02-17,,CW1510,CW1,3,2235000,B2B,영업사원_09,거래처_H
2026-02-17,,CW1512,CW1,1,834000,B2B,영업사원_06,거래처_AF
2026-02-17,,CW1514,CW1,10,7810000,B2B,영업사원_03,거래처_AU
2026-02-17,,CW1516,CW1,1,415000,B2B,영업사원_06,거래처_AS
2026-02-17,,CW1519,CW1,2,1508000,B2B,영업사원_02,거래처_M
2026-02-17,,CW1520,CW1,1,470000,B2B,영업사원_06,거래처_Ap
2026-02-17,,CW1522,CW1,2,1394776,B2B,영업사원_02,거래처_A[
2026-02-17,,CW1523,CW1,1,318000,B2B,영업사원_10,거래처_M
2026-02-17,,CW1523,CW1,2,636000,B2B,영업사원_08,거래처_L
2026-02-17,,CW1523,CW1,1,318000,B2B,영업사원_10,거래처_AC
2026-02-17,,CW1528,CW1,3,1311000,B2B,영업사원_03,거래처_Az
2026-02-17,,CW1530,CW1,2,1150000,B2B,영업사원_08,거래처_An
2026-02-17,,RB1502,RB1,2,1270000,B2B,영업사원_02,거래처_Ab
2026-02-17,,RB1503,RB1,2,992000,B2B,영업사원_01,거래처_Ap
2026-02-17,,RB1505,RB1,5,2235000,B2B,영업사원_07,거래처_Ay
2026-02-17,,RB1508,RB1,10,3690000,B2B,영업사원_01,거래처_Am
2026-02-17,,RB1512,RB1,2,1244000,B2B,영업사원_06,거래처_AL
2026-02-17,,RB1514,RB1,1,514000,B2B,영업사원_08,거래처_F
2026-02-17,,RB1514,RB1,1,514000,B2B,영업사원_10,거래처_B
2026-02-17,,RB1515,RB1,1,504000,B2B,영업사원_01,거래처_Q
2026-02-17,,RB1515,RB1,2,1008000,B2B,영업사원_08,거래처_V
2026-02-17,,RB1523,RB1,1,629000,B2B,영업사원_09,거래처_A_
2026-02-17,,RB1523,RB1,1,629000,B2B,영업사원_06,거래처_Ab
2026-02-17,,RB1524,RB1,2,494000,B2B,영업사원_05,거래처_V
2026-02-17,,RB1525,RB1,2,654000,B2B,영업사원_10,거래처_Ah
2026-02-17,,RB1529,RB1,1,244943,B2B,영업사원_02,거래처_Ac
2026-02-17,,RB1529,RB1,1,257000,B2B,영업사원_02,거래처_Am
2026-02-17,,RB1530,RB1,2,668000,B2B,영업사원_05,거래처_F
2026-02-17,,RB1530,RB1,5,1670000,B2B,영업사원_07,거래처_E
2026-02-17,,RB1530,RB1,3,1002000,B2B,영업사원_01,거래처_E
2026-02-17,,RB1530,RB1,3,1002000,B2B,영업사원_02,거래처_F
2026-02-17,,RB1530,RB1,3,1002000,B2B,영업사원_04,거래처_F
2026-02-17,,RB1530,RB1,3,1002000,B2B,영업사원_04,거래처_K
2026-02-17,,RB1530,RB1,3,1002000,B2B,영업사원_01,거래처_L
2026-02-17,,RB1530,RB1,5,1670000,B2B,영업사원_02,거래처_P
2026-02-17,,RB1530,RB1,3,1002000,B2B,영업사원_07,거래처_P
2026-02-17,,RB1534,RB1,1,358000,B2B,영업사원_02,거래처_AI
2026-02-17,,WC2101,WC2,1,194000,B2B,영업사원_09,거래처_Q
2026-02-17,,WC2103,WC2,3,285000,B2B,영업사원_08,거래처_H
2026-02-17,,WC2104,WC2,1,288000,B2B,영업사원_10,거래처_Aj
2026-02-17,,WC2104,WC2,2,516846,B2B,영업사원_08,거래처_AA
2026-02-17,,WC2107-N,WC2,1,294000,B2B,영업사원_10,거래처_K
2026-02-17,,WC2108,WC2,1,239000,B2B,영업사원_07,거래처_M
2026-02-17,,WC2108,WC2,1,239000,B2B,영업사원_01,거래처_C
2026-02-17,,WC2110,WC2,2,203088,B2B,영업사원_09,거래처_A`
2026-02-17,,WC2111,WC2,2,408000,B2B,영업사원_06,거래처_Ak
2026-02-17,,WC2119,WC2,2,442000,B2B,영업사원_09,거래처_H
2026-02-17,,WC2119,WC2,1,221000,B2B,영업사원_08,거래처_A
2026-02-17,,WC2120,WC2,1,281000,B2B,영업사원_04,거래처_AV
2026-02-17,,WC2125,WC2,2,192000,B2B,,거래처_I
2026-02-17,,WC2126,WC2,1,193000,B2B,영업사원_02,거래처_Ad
2026-02-17,,WC2128-N,WC2,3,768000,B2B,영업사원_05,거래처_An
2026-02-17,,WC2130,WC2,1,256000,B2B,영업사원_05,거래처_Ac
2026-02-17,,WC2131,WC2,1,162000,B2B,영업사원_10,거래처_AL
2026-02-17,,WC2132,WC2,3,561000,B2B,영업사원_08,거래처_E
2026-02-17,,WC2133,WC2,1,97000,B2B,영업사원_02,거래처_K
2026-02-17,,WC2135-N,WC2,1,300000,B2B,영업사원_02,거래처_R
2026-02-17,,WC2136,WC2,1,235000,B2B,,거래처_D
2026-02-17,,WC2136,WC2,1,235000,B2B,영업사원_10,거래처_M
2026-02-17,,WC2137,WC2,1,81000,B2B,영업사원_09,거래처_I
2026-02-17,,WC2139,WC2,1,182000,B2B,영업사원_02,거래처_Ad
2026-02-17,,WC2140,WC2,1,302000,B2B,영업사원_01,거래처_AE
2026-02-17,,WC2145,WC2,3,807000,B2B,영업사원_09,거래처_A~
2026-02-17,,WC2146,WC2,3,291000,B2B,영업사원_08,거래처_AO
2026-02-17,매장_D,BF3103,BF3,2,184000,SSG,,
2026-02-17,매장_B,BF3106,BF3,1,78000,SSG,,
2026-02-17,매장_B,CW1509,CW1,1,812000,SSG,,
2026-02-17,매장_I,CW1511,CW1,1,583000,SSG,,
2026-02-17,매장_C,CW1513,CW1,1,681000,SSG,,
2026-02-17,매장_A,CW1513,CW1,1,681000,SSG,,
2026-02-17,매장_G,CW1526,CW1,1,690624,SSG,,
2026-02-17,매장_C,RB1509,RB1,2,598000,SSG,,
2026-02-17,매장_F,WC2132,WC2,3,561000,SSG,,
2026-02-17,매장_J,WC2149-N,WC2,1,213000,SSG,,
2026-02-17,매장_J,BF3103,BF3,1,92000,공식몰,,
2026-02-17,매장_J,BF3110,BF3,1,79000,공식몰,,
2026-02-17,매장_G,BF3116,BF3,1,45000,공식몰,,
2026-02-17,매장_H,BF3119,BF3,1,179000,공식몰,,
2026-02-17,매장_B,BF3122,BF3,20,1452860,공식몰,,
2026-02-17,매장_G,BF3122,BF3,1,76314,공식몰,,
2026-02-17,매장_C,CW1502,CW1,2,944000,공식몰,,
2026-02-17,매장_C,CW1504,CW1,1,446000,공식몰,,
2026-02-17,매장_A,CW1511,CW1,1,583000,공식몰,,
2026-02-17,매장_B,CW1518,CW1,2,834000,공식몰,,
2026-02-17,매장_A,CW1520,CW1,5,2350000,공식몰,,
2026-02-17,매장_J,CW1524,CW1,2,1698000,공식몰,,
2026-02-17,매장_F,CW1526,CW1,1,792000,공식몰,,
2026-02-17,매장_E,CW1529,CW1,1,778000,공식몰,,
2026-02-17,매장_H,RB1504,RB1,1,399000,공식몰,,
2026-02-17,매장_A,RB1514,RB1,1,514000,공식몰,,
2026-02-17,매장_F,RB1518,RB1,2,1342000,공식몰,,
2026-02-17,매장_C,RB1524,RB1,3,741000,공식몰,,
2026-02-17,매장_B,RB1531,RB1,1,489000,공식몰,,
2026-02-17,매장_D,WC2124,WC2,2,600000,공식몰,,
2026-02-17,매장_B,WC2131,WC2,1,162000,공식몰,,
2026-02-17,매장_B,WC2143,WC2,10,2080000,공식몰,,
2026-02-17,매장_H,WC2143,WC2,1,208000,공식몰,,
2026-02-17,매장_H,WC2147,WC2,1,240000,공식몰,,
2026-02-17,매장_I,BF3108,BF3,1,164000,네이버,,
2026-02-17,매장_J,BF3113,BF3,3,216000,네이버,,
2026-02-17,매장_H,BF3115,BF3,1,59000,네이버,,
2026-02-17,매장_G,BF3117,BF3,20,1340000,네이버,,
2026-02-17,매장_E,BF3117,BF3,1,67000,네이버,,
2026-02-17,매장_C,BF3118,BF3,3,318000,네이버,,
2026-02-17,매장_D,BF3122,BF3,1,81000,네이버,,
2026-02-17,매장_F,BF3128,BF3,20,2020000,네이버,,
2026-02-17,매장_G,CW1513,CW1,1,635606,네이버,,
2026-02-17,매장_A,CW1521,CW1,20,9140000,네이버,,
2026-02-17,매장_G,RB1501,RB1,2,736000,네이버,,
2026-02-17,매장_H,RB1530,RB1,1,334000,네이버,,
2026-02-17,매장_G,RB1538,RB1,2,1166000,네이버,,
2026-02-17,매장_J,WC2103,WC2,1,95000,네이버,,
2026-02-17,매장_A,WC2108,WC2,1,239000,네이버,,
2026-02-17,매장_C,WC2116,WC2,10,2370000,네이버,,
2026-02-17,매장_I,WC2123,WC2,3,375000,네이버,,
2026-02-17,매장_G,WC2137,WC2,2,144580,네이버,,
2026-02-17,매장_A,WC2138,WC2,2,316000,네이버,,
2026-02-17,매장_D,WC2138,WC2,1,158000,네이버,,
2026-02-17,매장_J,WC2141,WC2,1,235000,네이버,,
2026-02-17,매장_G,BF3110,BF3,1,79000,쿠팡,,
2026-02-17,매장_H,BF3112,BF3,1,151000,쿠팡,,
2026-02-17,매장_H,BF3113,BF3,2,132610,쿠팡,,
2026-02-17,매장_F,BF3122,BF3,1,81000,쿠팡,,
2026-02-17,매장_E,BF3124,BF3,3,297000,쿠팡,,
2026-02-17,매장_G,CW1511,CW1,2,1166000,쿠팡,,
2026-02-17,매장_H,CW1515,CW1,3,2409000,쿠팡,,
2026-02-17,매장_E,CW1528,CW1,3,1311000,쿠팡,,
2026-02-17,매장_G,RB1516,RB1,1,428000,쿠팡,,
2026-02-17,매장_E,RB1519,RB1,1,436000,쿠팡,,
2026-02-17,매장_A,WC2101,WC2,1,194000,쿠팡,,
2026-02-17,매장_G,WC2116,WC2,1,237000,쿠팡,,
2026-02-17,매장_I,WC2143,WC2,3,624000,쿠팡,,
2026-02-18,,BF3102,BF3,3,411000,B2B,영업사원_09,거래처_AT
2026-02-18,,BF3104,BF3,1,126000,B2B,영업사원_07,거래처_F
2026-02-18,,BF3105,BF3,1,159046,B2B,영업사원_05,거래처_I
2026-02-18,,BF3108,BF3,1,164000,B2B,영업사원_05,거래처_G
2026-02-18,,BF3108,BF3,1,164000,B2B,,거래처_Ae
2026-02-18,,BF3108,BF3,1,157102,B2B,영업사원_02,거래처_A{
2026-02-18,,BF3111,BF3,1,123466,B2B,영업사원_01,거래처_Ac
2026-02-18,,BF3112,BF3,2,302000,B2B,영업사원_07,거래처_K
2026-02-18,,BF3114,BF3,1,111000,B2B,영업사원_10,거래처_Ay
2026-02-18,,BF3114,BF3,1,111000,B2B,영업사원_02,거래처_A
2026-02-18,,BF3121,BF3,2,326000,B2B,영업사원_06,거래처_Az
2026-02-18,,BF3122,BF3,3,243000,B2B,영업사원_03,거래처_AA
2026-02-18,,BF3125,BF3,1,71000,B2B,영업사원_08,거래처_At
2026-02-18,,BF3128,BF3,1,101000,B2B,영업사원_05,거래처_B
2026-02-18,,CW1506,CW1,2,1258000,B2B,영업사원_09,거래처_A
2026-02-18,,CW1506,CW1,1,629000,B2B,영업사원_03,거래처_Ao
2026-02-18,,CW1507,CW1,2,762000,B2B,영업사원_05,거래처_H
2026-02-18,,CW1509,CW1,1,812000,B2B,영업사원_06,거래처_AJ
2026-02-18,,CW1509,CW1,1,812000,B2B,영업사원_01,거래처_B
2026-02-18,,CW1515,CW1,1,803000,B2B,영업사원_08,거래처_AT
2026-02-18,,CW1517,CW1,1,624000,B2B,영업사원_01,거래처_AD
2026-02-18,,CW1520,CW1,1,470000,B2B,영업사원_02,거래처_An
2026-02-18,,CW1524,CW1,5,4245000,B2B,영업사원_02,거래처_D
2026-02-18,,CW1524,CW1,1,849000,B2B,,거래처_Ac
2026-02-18,,CW1526,CW1,1,792000,B2B,영업사원_10,거래처_A
2026-02-18,,CW1527,CW1,2,796000,B2B,영업사원_10,거래처_AW
2026-02-18,,CW1529,CW1,3,2334000,B2B,영업사원_05,거래처_A}
2026-02-18,,RB1502,RB1,2,1270000,B2B,영업사원_09,거래처_A`
2026-02-18,,RB1502,RB1,3,1905000,B2B,영업사원_04,거래처_AV
2026-02-18,,RB1504,RB1,1,399000,B2B,영업사원_04,거래처_AO
2026-02-18,,RB1507,RB1,1,385000,B2B,영업사원_09,거래처_E
2026-02-18,,RB1508,RB1,2,692268,B2B,,거래처_AL
2026-02-18,,RB1509,RB1,1,299000,B2B,영업사원_09,거래처_Aj
2026-02-18,,RB1510,RB1,1,672000,B2B,영업사원_07,거래처_Ay
2026-02-18,,RB1512,RB1,1,622000,B2B,영업사원_09,거래처_V
2026-02-18,,RB1513,RB1,1,340000,B2B,영업사원_08,거래처_Af
2026-02-18,,RB1515,RB1,1,504000,B2B,영업사원_01,거래처_N
2026-02-18,,RB1517,RB1,1,541000,B2B,영업사원_02,거래처_AU
2026-02-18,,RB1519,RB1,5,2180000,B2B,영업사원_02,거래처_E
2026-02-18,,RB1519,RB1,1,436000,B2B,,거래처_Ai
2026-02-18,,RB1519,RB1,1,436000,B2B,영업사원_09,거래처_V
2026-02-18,,RB1520,RB1,1,391000,B2B,영업사원_09,거래처_Ai
2026-02-18,,RB1520,RB1,3,1173000,B2B,영업사원_08,거래처_B
2026-02-18,,RB1522,RB1,2,1322000,B2B,영업사원_03,거래처_Ap
2026-02-18,,RB1524,RB1,1,232313,B2B,영업사원_10,거래처_T
2026-02-18,,RB1530,RB1,1,334000,B2B,영업사원_08,거래처_Ae
2026-02-18,,RB1530,RB1,1,334000,B2B,영업사원_08,거래처_Z
2026-02-18,,RB1530,RB1,2,617408,B2B,영업사원_06,거래처_Q
2026-02-18,,RB1530,RB1,5,1670000,B2B,영업사원_08,거래처_E
2026-02-18,,RB1530,RB1,3,1002000,B2B,영업사원_07,거래처_E
2026-02-18,,RB1530,RB1,5,1670000,B2B,영업사원_01,거래처_F
2026-02-18,,RB1530,RB1,5,1670000,B2B,영업사원_10,거래처_F
2026-02-18,,RB1530,RB1,5,1670000,B2B,영업사원_08,거래처_K
2026-02-18,,RB1530,RB1,2,668000,B2B,영업사원_08,거래처_L
2026-02-18,,RB1530,RB1,2,668000,B2B,영업사원_06,거래처_L
2026-02-18,,RB1530,RB1,2,668000,B2B,영업사원_09,거래처_P
2026-02-18,,RB1530,RB1,3,1002000,B2B,영업사원_01,거래처_P
2026-02-18,,RB1535,RB1,1,331000,B2B,영업사원_08,거래처_Ap
2026-02-18,,RB1535,RB1,5,1655000,B2B,,거래처_Af
2026-02-18,,RB1538,RB1,1,583000,B2B,영업사원_10,거래처_AG
2026-02-18,,RB1539,RB1,1,580328,B2B,,거래처_Aw
2026-02-18,,WC2104,WC2,2,576000,B2B,영업사원_01,거래처_A~
2026-02-18,,WC2104,WC2,3,864000,B2B,영업사원_04,거래처_An
2026-02-18,,WC2104,WC2,2,576000,B2B,영업사원_02,거래처_AV
2026-02-18,,WC2107-N,WC2,10,2940000,B2B,영업사원_10,거래처_AS
2026-02-18,,WC2107-N,WC2,2,588000,B2B,영업사원_02,거래처_S
2026-02-18,,WC2110,WC2,1,107000,B2B,영업사원_02,거래처_Ap
2026-02-18,,WC2113,WC2,1,151000,B2B,영업사원_03,거래처_A`
2026-02-18,,WC2116,WC2,1,205193,B2B,영업사원_07,거래처_AM
2026-02-18,,WC2118,WC2,3,654000,B2B,영업사원_10,거래처_C
2026-02-18,,WC2119,WC2,3,663000,B2B,영업사원_03,거래처_AU
2026-02-18,,WC2120,WC2,1,281000,B2B,영업사원_10,거래처_AT
